cpa,interview_score,CV_score,num_projects,years_experience,KPI
2.46,2.32,2.32,0,0.0,0.0
2.71,5.61,2.9,9,19.93,0.5437
2.29,3.81,2.45,2,0.4,0.1954
3.1,7.25,3.7,10,19.13,0.5821
3.67,7.4,4.95,12,21.73,0.6926
2.48,3.59,3.47,6,12.06,0.2453
2.81,7.91,3.71,2,2.59,0.3676
2.31,2.51,1.58,4,0.46,0.1201
3.14,5.78,3.9,11,18.57,0.6779
3.78,8.92,8.92,8,18.84,0.7819
2.5,4.03,3.5,5,12.51,0.421
2.56,3.5,3.89,8,21.48,0.3882
3.6,5.67,2.21,1,3.83,0.3397
2.94,4.89,4.0,4,13.18,0.4839
3.61,7.31,5.06,7,15.38,0.605
2.98,3.58,2.96,2,2.88,0.1909
3.96,9.78,9.78,10,20.56,0.8601
2.93,4.63,4.63,5,10.26,0.4294
2.17,3.36,1.52,2,2.4,0.0899
2.78,5.37,2.59,6,11.97,0.5048
3.29,6.47,6.47,7,13.95,0.5879
2.49,5.29,3.16,6,8.18,0.5049
2.74,6.72,3.66,1,4.41,0.3259
3.69,9.89,5.2,7,13.86,0.6698
3.3,3.78,2.54,2,2.83,0.333
2.33,2.66,2.33,8,12.85,0.2776
2.93,6.24,2.66,1,3.97,0.4035
2.27,3.14,4.23,2,6.13,0.3144
3.4,6.52,3.83,1,4.72,0.4927
2.49,5.51,2.03,2,3.97,0.1957
2.99,4.69,2.85,2,3.51,0.2832
2.54,5.38,3.43,5,18.5,0.5145
3.1,7.14,4.58,2,2.05,0.3623
3.25,7.38,3.93,5,12.22,0.4747
3.36,4.64,2.58,9,14.5,0.5898
2.98,4.41,2.09,8,14.65,0.4645
2.26,3.15,2.82,6,20.13,0.4158
3.82,6.66,4.18,4,5.33,0.5356
2.43,3.85,2.33,5,10.13,0.1571
3.46,7.83,6.63,2,8.3,0.4807
2.79,4.42,2.43,1,3.34,0.1469
3.19,7.66,3.9,12,20.54,0.592
3.16,5.81,5.81,7,12.62,0.5374
2.37,3.33,2.01,5,17.34,0.3201
3.55,5.69,5.03,3,4.8,0.4751
3.31,7.16,6.09,2,1.2,0.5231
2.63,6.41,3.05,8,19.06,0.439
2.72,7.64,4.91,2,7.15,0.2982
2.96,5.76,4.1,4,12.53,0.5551
3.3,6.84,4.47,5,11.05,0.6435
3.5,6.83,4.6,12,21.23,0.7338
3.04,5.39,4.14,10,15.58,0.4911
2.64,6.14,3.73,2,1.9,0.2685
2.96,6.65,3.46,4,11.8,0.5269
3.84,6.53,5.66,1,3.94,0.4236
3.13,4.71,4.27,4,12.17,0.5064
3.17,4.64,3.48,5,0.52,0.3997
2.47,2.47,2.07,4,10.75,0.3
2.82,4.46,4.74,6,15.67,0.434
3.34,4.71,3.1,5,9.74,0.458
2.52,3.76,1.16,8,21.38,0.4242
2.21,0.88,0.95,5,13.85,0.2675
2.21,3.4,2.2,2,4.92,0.0998
3.71,7.33,5.36,6,9.72,0.566
3.26,7.91,4.91,3,5.87,0.4995
2.18,2.96,1.84,10,20.06,0.3791
2.69,3.53,2.65,8,18.61,0.505
3.14,3.28,3.68,2,1.37,0.2622
2.99,5.57,2.58,7,9.45,0.3982
2.81,6.2,4.25,4,11.13,0.3377
3.25,6.28,4.77,7,20.56,0.6156
2.77,2.92,1.1,2,0.62,0.2481
3.33,8.44,3.16,10,20.96,0.7043
2.88,5.13,5.05,11,21.31,0.6125
2.74,5.63,2.86,11,18.29,0.5557
3.54,7.78,4.56,6,16.37,0.6642
2.42,3.01,2.41,1,2.54,0.1964
3.0,6.97,3.35,5,14.65,0.6118
3.23,4.47,3.31,4,6.03,0.3842
3.75,8.76,8.76,5,18.52,0.7446
2.89,4.43,4.43,5,9.86,0.4141
3.11,6.64,3.61,1,0.73,0.4339
3.49,6.33,3.15,4,9.85,0.5183
3.36,6.79,6.79,6,14.59,0.6042
3.74,6.19,5.29,2,7.43,0.4927
3.6,8.02,8.02,10,17.03,0.7254
3.19,7.09,4.88,4,7.94,0.5234
3.42,6.92,5.09,4,6.9,0.4539
3.6,6.65,2.76,2,2.84,0.4914
2.94,3.65,3.78,3,6.1,0.4348
3.09,4.45,2.02,3,2.18,0.414
3.21,8.01,4.66,3,8.75,0.45
2.49,4.26,3.44,1,2.82,0.1969
3.9,9.52,9.52,6,20.04,0.8123
3.21,4.3,4.08,8,17.5,0.4481
3.21,6.91,4.83,1,3.63,0.4097
3.45,7.23,7.23,6,15.47,0.6378
3.26,7.01,5.08,4,7.57,0.4456
3.39,6.93,6.93,6,14.87,0.6149
2.87,3.99,2.49,7,17.61,0.48
2.84,4.21,4.21,3,9.42,0.3723
2.43,2.09,0.82,12,21.18,0.3001
2.63,6.19,6.14,3,8.15,0.4689
2.55,3.01,2.47,2,3.55,0.1363
3.21,5.51,3.74,4,12.88,0.4056
3.47,6.21,4.36,4,13.79,0.4808
3.13,7.75,2.63,3,10.84,0.5014
3.17,6.49,1.94,1,6.1,0.4248
3.19,5.97,5.97,5,12.94,0.5319
3.09,6.57,3.42,12,20.74,0.5415
2.69,4.46,4.39,3,9.5,0.3502
2.89,6.56,4.75,6,20.59,0.5987
2.03,3.76,3.25,6,10.03,0.2393
2.24,3.65,2.51,3,5.52,0.2412
2.98,7.53,6.14,7,16.4,0.6257
3.46,7.22,4.61,1,4.85,0.3481
3.23,8.36,3.41,4,12.22,0.4973
3.32,6.59,6.59,5,14.19,0.5794
3.01,7.43,4.33,3,4.03,0.4063
3.0,5.79,2.22,1,3.18,0.2696
3.67,6.79,5.46,3,10.99,0.6362
2.76,3.79,3.79,6,8.58,0.3746
2.59,3.24,4.1,4,13.88,0.3951
2.43,3.27,1.62,1,2.21,0.1751
2.81,2.37,3.94,2,7.35,0.472
2.69,2.19,2.91,1,0.07,0.2453
3.18,7.24,3.16,8,16.55,0.6147
2.95,4.17,2.96,6,21.36,0.4887
3.52,6.78,5.37,6,14.47,0.5845
3.44,4.96,4.36,11,17.53,0.5478
3.29,4.77,3.58,5,12.8,0.5325
2.99,5.0,1.85,7,13.73,0.3996
3.07,4.02,3.23,3,10.43,0.3413
2.61,5.3,1.5,6,14.3,0.4494
2.9,5.21,3.18,7,17.26,0.4025
2.74,2.5,2.04,4,12.68,0.337
3.56,6.71,6.0,4,12.85,0.7052
3.68,8.42,8.42,10,17.83,0.756
3.45,4.01,1.74,6,8.88,0.4455
2.75,5.57,3.18,3,10.06,0.3156
2.85,4.53,2.84,7,13.05,0.3802
2.72,3.8,1.49,8,20.52,0.4625
2.98,4.89,2.89,9,20.7,0.636
3.3,4.55,3.44,5,16.21,0.4644
3.3,7.73,4.78,6,8.57,0.525
3.01,5.3,3.95,2,1.61,0.3728
2.3,4.23,3.1,6,8.28,0.4029
2.64,4.46,2.65,3,10.22,0.3573
3.05,3.05,3.26,2,4.94,0.3796
3.46,7.8,3.89,5,10.32,0.6119
2.58,3.88,4.01,7,15.95,0.4505
3.8,6.62,5.64,3,5.15,0.4561
2.98,5.33,2.35,3,9.01,0.3083
2.73,4.56,2.04,4,14.38,0.3835
2.74,4.25,4.23,1,3.38,0.3071
2.95,7.54,4.21,6,16.06,0.506
2.78,4.56,3.01,3,4.59,0.3077
3.56,7.78,7.78,5,16.55,0.6697
3.39,5.16,4.5,4,6.27,0.5074
3.64,7.8,4.73,4,5.85,0.4749
2.94,4.55,3.57,9,20.51,0.5089
3.0,5.67,4.99,1,6.05,0.2707
2.78,3.91,3.91,3,8.82,0.3493
2.84,2.93,3.13,6,20.86,0.4254
2.45,2.11,1.94,3,4.91,0.1557
2.2,3.06,2.42,9,20.1,0.5348
3.33,4.17,3.94,1,0.1,0.2264
2.9,4.45,5.14,6,14.56,0.5227
3.23,5.73,5.85,6,12.37,0.5911
2.44,4.92,1.98,2,3.29,0.2322
3.73,8.05,5.76,7,11.46,0.6857
3.96,7.77,4.82,1,4.08,0.392
3.41,7.19,4.02,3,4.07,0.4836
3.74,7.66,4.94,12,20.2,0.6312
3.46,5.2,4.67,7,12.63,0.4915
2.7,2.52,3.09,2,2.89,0.2331
2.87,4.35,4.35,3,9.7,0.383
2.51,3.56,1.4,12,21.91,0.5055
3.51,8.25,5.97,9,18.65,0.7505
2.86,3.11,2.28,1,1.43,0.2592
3.65,7.41,5.37,4,0.04,0.5035
2.4,4.65,1.36,2,7.45,0.1854
2.87,2.52,1.88,4,5.09,0.3194
2.52,3.35,2.37,6,14.26,0.3891
2.79,4.59,3.5,11,21.12,0.4935
2.86,5.63,3.09,7,18.47,0.5897
2.21,1.57,1.84,6,13.02,0.2688
2.45,2.84,0.83,4,7.79,0.2178
3.63,8.17,5.97,4,8.4,0.5074
3.2,5.62,3.68,8,21.35,0.5377
3.08,5.2,3.07,5,11.47,0.402
3.1,5.51,5.51,3,12.02,0.4717
3.35,5.87,5.07,4,9.83,0.4936
2.66,4.96,0.0,13,20.81,0.4311
2.93,3.94,5.15,5,16.49,0.5524
3.72,8.95,4.51,0,0.99,0.316
3.28,8.47,3.77,3,2.13,0.4978
3.26,7.12,5.99,8,16.52,0.6359
4.0,9.19,4.31,2,5.39,0.5743
2.99,3.46,3.78,5,7.72,0.4645
2.08,2.98,2.7,5,17.6,0.3794
2.14,3.46,3.25,6,10.39,0.2405
3.36,6.81,6.81,5,14.63,0.5962
2.35,4.7,2.83,5,13.72,0.3481
2.07,0.34,0.34,0,0.0,0.0
2.74,4.4,1.46,7,11.18,0.4794
3.73,5.61,4.55,6,15.6,0.5922
2.96,6.46,3.31,10,15.07,0.5913
2.33,5.81,1.98,7,21.18,0.4835
3.21,6.49,4.23,12,21.92,0.6313
3.42,6.44,3.99,2,4.33,0.526
3.04,3.6,3.89,1,0.37,0.1987
3.17,8.17,4.39,2,5.56,0.553
2.75,4.6,3.07,1,1.19,0.3306
3.07,6.58,4.01,4,10.7,0.4758
3.04,6.07,4.15,7,12.05,0.4496
3.0,4.99,4.99,6,10.98,0.4664
2.78,5.35,1.59,6,13.21,0.4385
2.69,6.0,3.47,2,5.4,0.3421
2.39,5.33,1.87,5,14.69,0.4626
2.53,3.89,2.03,1,4.37,0.1511
3.12,4.77,3.14,4,10.48,0.4246
3.69,6.15,4.65,3,11.54,0.535
3.82,7.51,4.01,2,8.32,0.4952
3.13,6.21,1.97,7,21.99,0.5455
2.79,2.84,1.27,3,4.79,0.1679
2.81,3.88,3.07,1,4.92,0.2752
2.24,2.65,1.63,1,2.32,0.2991
3.08,6.12,3.89,3,8.29,0.3952
3.72,6.82,4.75,3,8.7,0.6353
3.22,5.43,4.13,3,3.41,0.3244
3.37,7.82,3.81,4,14.53,0.5447
3.25,6.41,4.31,8,18.21,0.6333
2.38,2.88,1.55,5,16.54,0.2608
2.62,5.54,4.75,2,0.96,0.372
2.3,1.48,1.48,0,0.0,0.0
2.57,3.09,3.26,5,17.86,0.4124
2.97,4.91,2.28,3,10.41,0.3092
3.09,5.68,6.05,4,12.27,0.4317
3.43,6.63,3.71,11,20.0,0.6281
3.11,4.97,4.12,2,2.86,0.3782
2.3,2.6,1.25,2,5.19,0.1894
2.45,3.38,1.86,6,17.02,0.4478
2.95,7.13,5.25,5,8.22,0.4039
3.21,4.59,2.65,3,10.65,0.3472
3.08,4.92,4.58,2,1.75,0.2695
2.57,2.97,2.06,5,9.7,0.286
2.64,6.18,4.19,2,6.69,0.389
3.63,8.62,4.75,3,7.6,0.4057
2.88,4.77,3.55,3,7.11,0.4795
2.77,2.93,2.2,10,19.55,0.4904
3.32,7.57,4.13,3,10.74,0.57
3.58,8.55,4.84,5,6.3,0.514
2.92,6.2,4.05,9,19.19,0.3919
3.19,5.09,1.17,1,5.23,0.2898
2.23,1.72,0.63,6,9.43,0.0981
2.89,4.45,4.45,3,9.9,0.3906
2.91,5.06,3.42,5,11.11,0.3915
3.12,5.59,5.59,3,12.18,0.4779
2.38,3.48,1.51,9,15.78,0.3988
2.88,5.44,3.76,5,0.74,0.3247
3.51,6.4,3.57,6,17.83,0.6662
3.67,7.25,4.5,4,13.22,0.5326
2.94,6.68,4.13,7,12.17,0.4591
3.39,7.29,4.96,6,12.38,0.5183
2.88,5.09,3.29,6,19.8,0.4633
3.42,6.46,3.3,4,10.89,0.4501
2.82,6.73,2.85,10,21.22,0.5787
2.5,3.89,3.28,5,8.83,0.4147
3.78,8.88,8.88,9,18.76,0.7853
3.81,7.06,5.44,2,1.56,0.3365
3.59,8.74,3.8,9,19.07,0.6927
2.45,3.64,3.17,2,3.44,0.2232
2.65,6.0,3.44,13,21.1,0.5488
3.08,5.41,5.41,8,11.82,0.5141
3.0,5.92,3.11,4,9.02,0.3494
3.39,8.08,2.24,5,0.74,0.475
2.7,4.14,2.99,7,16.74,0.5031
2.47,3.93,2.24,2,3.6,0.1997
3.26,5.49,3.55,2,7.88,0.4467
3.43,7.28,4.5,5,12.81,0.5227
3.33,6.36,3.63,1,1.18,0.4626
3.11,5.62,6.51,2,8.42,0.3681
2.75,4.0,3.33,9,17.86,0.4308
3.06,4.35,4.39,4,6.0,0.489
3.14,5.18,2.4,7,12.69,0.3729
3.67,6.69,3.95,5,6.07,0.5999
3.32,5.61,3.32,1,1.27,0.4153
2.52,3.71,1.94,4,6.29,0.3608
3.65,6.13,4.31,5,7.99,0.473
2.99,6.89,2.57,5,13.64,0.4748
2.57,4.32,2.85,5,12.48,0.4489
3.67,8.25,3.88,5,10.04,0.6707
3.0,5.73,3.33,1,1.69,0.3231
3.72,8.62,8.62,10,18.23,0.7713
3.07,4.62,4.68,2,3.53,0.3531
3.09,6.19,3.46,9,18.85,0.5604
3.25,6.23,6.23,7,13.46,0.5696
3.56,10.0,5.65,1,1.62,0.5029
2.58,4.3,4.11,4,13.28,0.3806
3.07,4.4,6.25,1,1.32,0.4262
3.54,10.0,5.22,5,13.85,0.8344
3.13,5.66,3.35,8,16.85,0.5639
2.69,2.92,3.2,1,1.67,0.1749
3.1,6.17,2.7,9,14.75,0.4899
2.71,3.71,1.77,4,0.18,0.3085
2.62,5.37,5.36,2,2.85,0.2503
3.0,6.2,2.81,8,12.58,0.5399
3.2,7.37,2.95,7,11.53,0.3802
3.02,4.83,3.63,1,1.02,0.2458
2.94,1.57,2.75,9,20.19,0.4234
2.37,5.26,3.08,4,9.81,0.3202
2.73,4.41,2.62,7,19.84,0.4478
3.48,5.88,5.77,6,11.4,0.5154
2.62,2.15,3.16,5,0.93,0.2313
3.34,7.36,3.8,1,3.52,0.5026
3.09,4.39,4.2,5,12.76,0.5226
2.97,5.85,4.15,6,10.44,0.4531
3.15,5.76,3.39,10,17.97,0.5581
3.53,8.0,4.88,5,7.43,0.5761
3.41,5.31,2.76,8,18.12,0.5503
2.25,3.76,1.96,5,9.57,0.3493
2.17,0.86,0.86,0,0.0,0.0
2.08,1.86,3.46,8,15.75,0.3189
3.29,8.18,3.55,4,0.09,0.3756
2.58,4.53,2.23,5,7.96,0.3303
3.49,5.04,4.25,5,10.37,0.4644
2.76,4.66,2.56,3,0.36,0.3308
3.0,5.37,3.28,2,2.33,0.2779
3.26,7.17,4.99,5,12.49,0.4958
2.68,4.06,2.58,9,20.61,0.3903
3.31,8.68,4.59,9,19.54,0.6898
3.74,7.17,5.63,3,0.79,0.5414
3.64,4.69,4.83,1,4.2,0.3924
3.15,7.14,3.35,5,6.0,0.4393
2.58,3.98,1.88,10,17.84,0.4751
3.04,6.87,5.26,6,10.42,0.6222
3.33,7.79,3.76,4,15.36,0.4935
2.85,5.29,3.34,3,2.4,0.2246
3.42,7.31,4.91,3,9.41,0.4398
3.31,8.91,4.29,3,2.75,0.4735
3.36,3.85,4.02,2,4.57,0.4496
2.73,3.29,1.93,7,15.75,0.409
3.13,3.68,2.36,13,18.39,0.5531
2.63,5.2,3.25,3,3.81,0.232
2.89,6.11,3.01,6,7.36,0.3772
3.57,6.66,6.71,2,1.4,0.4757
2.48,2.92,2.24,2,8.36,0.3277
2.68,3.64,2.09,1,0.83,0.1767
3.19,6.08,3.98,7,21.58,0.5448
2.77,7.62,2.58,2,0.17,0.2396
2.66,5.32,4.57,6,15.44,0.3942
3.23,6.27,3.27,2,0.32,0.1719
2.93,3.91,2.63,11,18.04,0.579
3.09,5.91,2.26,2,7.6,0.3208
2.89,5.59,3.46,5,12.58,0.4711
2.67,5.28,2.97,5,13.82,0.4032
3.34,7.63,4.02,5,7.99,0.4028
2.9,4.1,3.87,5,16.32,0.4319
2.33,4.09,1.87,3,9.61,0.3372
2.73,6.12,2.9,5,9.79,0.3713
2.96,3.76,3.79,3,4.47,0.3481
2.45,5.12,3.67,4,2.67,0.3415
3.27,6.29,4.87,8,15.36,0.513
2.41,2.06,2.06,0,0.0,0.0
3.8,8.71,3.1,5,10.17,0.5274
2.77,4.53,3.01,10,19.94,0.4301
3.24,6.29,4.74,6,14.29,0.4839
2.31,1.54,1.54,0,0.0,0.0
3.57,5.61,4.48,5,15.05,0.5953
2.55,4.97,2.11,1,2.24,0.2785
3.19,6.27,3.27,8,16.17,0.5098
2.94,5.91,3.96,7,20.69,0.5739
2.99,3.67,2.92,5,10.99,0.3298
2.63,3.94,2.57,12,21.11,0.4233
2.6,3.84,1.47,1,4.93,0.1221
3.66,5.72,6.0,9,17.53,0.6083
3.17,4.44,3.17,6,15.68,0.498
3.33,6.21,4.45,3,7.26,0.4352
3.7,7.43,4.8,5,15.67,0.5914
2.76,5.1,1.4,6,8.57,0.3613
3.42,5.95,4.76,5,13.28,0.4678
2.45,4.93,2.86,5,14.88,0.3874
3.28,6.65,3.06,10,15.71,0.6088
3.2,5.04,3.99,4,0.49,0.3406
3.41,5.59,5.48,7,12.37,0.5674
2.46,2.42,3.29,1,2.04,0.1905
3.26,4.23,3.15,7,17.92,0.4676
3.51,7.58,5.24,2,3.02,0.4062
2.16,5.44,2.58,2,5.03,0.1954
3.44,3.46,3.04,5,8.45,0.4006
2.38,3.17,0.77,5,0.65,0.3346
2.81,3.17,1.76,2,3.2,0.2774
2.27,3.34,2.32,10,15.63,0.4665
2.76,3.88,2.55,3,7.66,0.4524
3.37,7.77,5.06,8,16.96,0.6581
2.12,0.62,0.62,0,0.0,0.0
2.66,3.29,3.29,0,0.0,0.0172
3.38,6.62,5.35,2,3.39,0.4079
2.55,5.63,3.36,10,20.07,0.5179
3.02,6.43,4.56,8,15.01,0.5935
2.84,6.36,3.1,7,17.76,0.5137
2.45,3.15,0.68,5,8.9,0.3168
2.58,5.33,2.47,6,10.45,0.454
3.94,7.02,4.27,6,10.54,0.5502
2.63,4.77,3.03,11,19.42,0.4717
2.73,4.51,3.15,4,8.4,0.3442
2.77,5.84,4.09,1,4.46,0.2511
2.62,4.68,3.57,13,21.8,0.4717
3.76,8.78,8.78,7,18.56,0.7639
2.51,2.48,3.03,2,3.54,0.2582
3.29,2.58,3.43,5,12.08,0.4911
3.32,7.38,4.25,7,12.77,0.7227
3.52,7.6,7.6,5,16.19,0.6559
3.63,6.0,3.37,11,17.96,0.5644
2.0,3.09,0.12,5,13.26,0.1874
3.42,7.5,4.59,3,7.63,0.5183
2.71,5.05,3.68,5,16.94,0.4143
2.25,1.82,1.7,1,5.38,0.1627
3.84,8.12,4.4,5,12.13,0.6229
3.61,8.06,8.06,7,17.11,0.7088
3.2,4.76,2.75,9,15.92,0.6087
3.11,4.57,3.05,2,1.54,0.362
2.6,2.01,1.96,3,9.87,0.2719
3.1,2.44,2.42,8,14.01,0.45
3.06,6.38,4.18,7,10.91,0.5452
3.63,9.74,6.11,10,16.35,0.7598
3.31,4.08,3.5,7,13.88,0.4361
3.01,6.98,3.93,2,1.55,0.4558
3.43,8.18,4.33,10,20.07,0.7436
3.03,4.64,3.74,11,17.77,0.5081
2.14,2.81,0.57,3,0.73,0.1561
2.41,2.65,3.62,9,19.03,0.4553
3.81,9.06,9.06,7,19.12,0.7853
3.6,5.34,4.59,4,14.55,0.5603
2.96,4.7,2.95,3,7.83,0.3226
3.53,4.81,4.69,3,5.76,0.4171
3.25,6.81,3.76,7,19.54,0.5658
2.74,6.21,3.46,5,11.98,0.4389
2.32,4.76,2.72,4,12.89,0.3691
4.0,7.09,3.33,1,5.8,0.3616
2.88,6.64,3.44,2,5.12,0.448
2.44,4.61,4.23,7,15.03,0.4664
2.07,3.53,3.14,4,9.16,0.2393
3.26,4.48,5.25,6,15.97,0.5428
2.45,2.84,4.08,9,21.78,0.5514
2.79,3.97,3.97,5,8.94,0.3789
2.66,6.79,2.05,4,9.78,0.4021
3.19,4.39,3.89,12,20.16,0.6053
3.35,6.33,2.98,5,10.74,0.4929
3.55,7.23,4.47,1,0.66,0.3126
2.64,3.11,3.26,5,15.59,0.3654
2.65,5.19,2.58,4,4.73,0.3009
3.27,8.94,4.6,10,15.9,0.7115
3.09,4.67,2.86,2,5.9,0.3265
3.84,9.18,9.18,7,19.36,0.7945
3.01,5.38,4.87,5,10.25,0.4574
3.96,6.43,3.96,5,6.49,0.5874
3.25,6.66,4.13,8,21.82,0.6463
2.87,3.25,2.61,2,2.27,0.2563
2.56,2.79,2.79,0,0.0,0.0
3.36,6.19,4.95,7,18.37,0.646
3.15,4.73,3.73,6,15.35,0.4678
3.27,6.5,4.15,7,13.45,0.5029
3.13,5.06,4.22,7,11.91,0.5381
3.74,8.68,8.68,11,18.35,0.7812
2.19,1.36,2.36,5,11.23,0.2226
3.25,5.69,4.4,11,18.48,0.5354
2.56,2.55,2.06,6,19.12,0.2964
2.61,3.26,2.68,1,6.18,0.1847
2.37,1.84,1.84,0,0.0,0.0
3.52,8.06,3.61,8,12.38,0.6642
3.02,4.56,2.82,3,10.84,0.537
2.46,3.91,1.78,9,19.59,0.451
2.9,4.58,3.62,11,20.04,0.5026
2.42,4.4,3.42,6,16.27,0.312
3.27,4.54,3.42,12,20.07,0.4756
3.16,6.81,3.61,8,18.89,0.5831
2.97,4.23,3.12,9,14.44,0.5068
3.22,6.17,2.24,3,3.39,0.3101
3.34,6.52,3.9,9,19.62,0.4873
2.67,4.3,1.23,6,9.9,0.2781
2.84,3.8,2.85,5,17.14,0.4453
2.64,4.1,3.95,3,7.38,0.3262
3.31,8.26,4.53,3,9.42,0.4274
2.68,2.56,3.46,6,20.97,0.3679
2.77,4.31,1.76,3,11.93,0.4477
3.18,4.48,4.6,3,4.43,0.3382
3.18,6.33,4.32,3,8.18,0.5371
3.4,5.71,3.02,2,3.11,0.2834
3.54,5.4,5.26,4,12.56,0.4877
3.42,5.7,6.44,1,1.69,0.4415
3.02,7.29,3.73,2,1.87,0.2921
2.85,2.97,3.87,10,18.41,0.4079
3.3,6.53,4.46,8,18.67,0.5892
2.98,5.46,3.08,2,2.62,0.4059
3.39,6.42,3.46,3,0.13,0.4382
2.12,0.58,0.58,0,0.0,0.0
2.92,6.59,4.2,4,8.21,0.3996
3.16,4.06,3.69,6,16.97,0.5013
2.85,4.24,2.76,3,7.77,0.3657
2.65,5.41,3.04,5,7.63,0.3078
3.01,2.6,2.57,1,2.97,0.1965
2.58,4.72,2.93,4,14.77,0.3463
2.32,4.67,2.88,7,18.01,0.3707
3.29,7.59,4.17,5,13.37,0.5016
2.56,2.5,2.03,2,7.53,0.2603
3.11,3.56,1.29,5,17.19,0.342
3.07,5.17,3.06,12,20.81,0.4545
3.02,7.63,3.38,2,3.3,0.4594
2.76,7.15,3.18,6,11.87,0.4666
3.34,5.55,2.97,7,18.0,0.4267
3.16,5.33,4.46,11,20.46,0.4938
3.01,5.48,1.87,11,18.24,0.5099
3.35,6.09,3.8,1,3.78,0.413
2.84,3.69,2.7,4,14.81,0.3366
2.85,6.04,3.74,6,20.36,0.5255
2.48,2.08,2.2,2,5.34,0.1963
2.9,4.31,4.13,6,17.51,0.4889
2.75,2.77,1.79,4,0.84,0.22
3.32,6.86,2.98,6,12.37,0.5502
3.18,6.47,5.84,4,11.69,0.6059
3.04,6.22,3.56,3,4.18,0.3995
2.92,5.62,3.89,9,17.88,0.4883
3.23,4.4,4.44,9,19.19,0.5894
3.08,7.61,3.53,4,6.67,0.507
2.76,2.85,2.73,8,20.39,0.4498
3.16,4.57,4.61,9,15.98,0.5055
3.72,6.81,6.24,4,9.71,0.6069
2.85,6.35,3.49,2,4.55,0.313
3.36,6.61,4.53,6,15.66,0.5634
3.24,6.35,5.19,4,14.26,0.4841
2.65,3.25,3.25,0,0.0,0.0148
2.86,8.65,3.04,5,17.75,0.6033
2.81,3.83,3.35,12,21.74,0.5046
3.15,6.29,3.18,1,0.56,0.3751
3.2,5.68,4.57,3,6.81,0.504
3.55,8.23,4.8,2,1.84,0.498
2.69,7.95,4.32,1,0.7,0.3738
2.93,6.25,3.32,11,21.25,0.5691
3.11,4.66,3.2,7,21.92,0.4695
3.34,9.04,4.18,6,19.87,0.6877
3.59,8.34,5.88,10,19.51,0.7487
3.38,4.55,3.82,4,5.58,0.4524
3.71,8.11,3.74,2,3.44,0.5012
3.67,7.03,5.62,1,2.95,0.4007
3.98,9.92,9.92,10,20.84,0.8708
3.18,5.91,5.91,5,12.82,0.5273
2.66,7.02,2.65,10,17.63,0.6068
2.92,7.79,2.28,0,0.57,0.1845
2.85,4.39,3.41,2,3.78,0.4124
3.34,6.6,4.57,6,18.17,0.6558
2.36,5.26,2.78,1,1.7,0.2458
3.61,6.39,3.59,7,18.22,0.61
2.49,3.67,2.84,2,6.97,0.1464
2.64,6.93,2.2,10,17.09,0.5151
2.33,1.66,1.66,0,0.0,0.0
3.46,3.99,4.52,5,16.86,0.5911
3.0,4.19,2.97,2,6.18,0.2858
2.88,6.08,4.02,3,9.55,0.3264
2.04,0.22,0.22,0,0.0,0.0
2.63,5.88,0.56,3,8.83,0.3205
3.52,8.82,4.95,3,10.14,0.5684
2.72,3.65,2.41,1,3.87,0.2338
2.36,4.58,2.39,1,1.98,0.2277
3.49,8.24,5.13,3,4.68,0.5314
2.96,4.73,1.89,4,12.9,0.4342
2.32,5.2,3.85,13,20.61,0.4077
2.89,4.47,4.47,3,9.94,0.3922
2.47,5.95,3.88,2,2.47,0.2956
2.25,3.95,2.4,8,20.52,0.4046
3.06,4.02,3.65,9,19.4,0.5382
3.03,4.27,2.85,5,14.09,0.4229
3.33,2.09,4.65,4,7.82,0.4095
3.89,9.03,6.1,7,12.36,0.7051
2.53,3.83,1.39,6,11.52,0.3152
2.95,4.16,4.52,5,6.65,0.2827
2.67,3.37,3.37,0,0.0,0.022
3.26,5.16,2.75,3,6.9,0.4018
2.81,5.35,4.68,3,8.04,0.3823
2.31,4.64,2.47,1,5.32,0.1704
3.17,5.79,3.74,4,10.44,0.4785
2.95,4.61,5.11,11,21.85,0.5004
2.95,5.05,6.69,7,19.94,0.583
2.95,6.31,4.27,2,4.15,0.4031
3.51,7.56,7.56,6,16.11,0.6623
2.27,4.79,2.24,4,10.9,0.2292
3.19,7.1,2.98,12,19.96,0.6757
2.98,5.62,3.39,2,9.36,0.4055
3.8,7.55,4.16,2,1.43,0.4974
2.56,4.06,2.4,8,13.78,0.4769
3.34,6.1,5.98,3,1.54,0.2332
3.09,3.96,3.48,3,11.17,0.4379
3.56,6.17,5.24,4,11.14,0.5206
3.23,7.66,5.31,4,11.45,0.6112
3.47,4.88,3.57,3,4.21,0.4798
2.61,5.49,2.49,6,13.9,0.3855
3.12,4.32,3.06,3,4.27,0.3551
3.69,8.46,8.46,10,17.91,0.7591
3.47,6.17,3.74,6,9.87,0.5236
2.79,5.86,3.06,8,18.02,0.4034
2.54,3.7,2.77,3,9.15,0.2617
2.45,3.12,1.4,1,4.91,0.2045
3.5,6.08,5.3,7,11.3,0.5112
3.24,6.21,6.21,7,13.42,0.568
2.0,3.5,3.03,4,9.93,0.2765
2.52,3.19,2.71,3,8.98,0.2783
2.81,4.03,4.03,2,9.06,0.3408
3.68,7.59,4.08,6,9.01,0.5747
2.93,5.67,4.93,4,5.21,0.4421
