total_projects,total_tasks,hard_tasks,years_at_company,KPI
2,9,9,0.1,0.2715
1,6,3,1.54,0.3468
2,15,11,0.12,0.5695
2,4,0,1.49,0.6551
1,6,3,0.21,0.3769
1,3,0,0.1,0.6962
1,18,2,0.26,0.7049
2,7,1,0.16,0.931
4,129,104,6.9,0.7156
1,4,1,0.23,0.8169
1,3,3,0.63,0.5395
1,5,3,0.18,0.4214
1,32,32,6.89,0.6037
1,15,9,0.15,0.5522
1,4,3,0.1,0.7003
2,3,2,0.98,0.39
2,6,5,0.57,0.4129
1,3,3,0.68,0.4496
1,5,5,4.61,0.5403
2,49,2,3.78,1.0
5,65,49,2.15,0.3344
2,3,3,0.15,0.1565
1,6,5,0.14,0.4238
1,3,3,2.77,0.4665
1,3,0,0.1,0.5706
1,3,0,0.1,0.7093
1,10,5,0.1,0.5099
2,11,11,0.27,0.42
1,11,11,0.1,0.3909
2,5,0,0.1,0.8851
1,7,4,0.1,0.4929
2,30,21,0.1,0.5899
8,19,17,4.89,0.4599
2,5,2,0.12,0.4785
1,32,17,0.6,0.4198
1,9,3,0.93,0.5487
1,6,3,0.59,0.5791
1,92,85,1.59,0.4698
1,3,3,1.0,0.3787
2,19,2,1.83,0.8376
2,3,2,0.85,0.5916
5,17,6,3.76,0.6029
4,5,0,3.67,0.7222
3,8,2,3.54,0.644
1,34,33,6.32,0.6307
2,21,19,3.83,0.4974
2,8,3,0.1,0.4549
1,37,33,2.31,0.3102
1,25,6,0.3,0.6617
1,8,5,0.1,0.1161
1,3,1,0.49,0.4366
2,6,3,0.1,0.4674
4,11,2,0.64,0.4232
2,35,7,2.99,0.9797
2,5,5,0.65,0.42
1,4,1,0.1,0.4373
4,15,5,3.86,0.618
1,92,87,1.9,0.539
2,3,3,0.1,0.1532
3,9,2,0.62,0.5465
1,5,3,0.1,0.5413
1,4,3,0.14,0.0613
3,19,14,3.93,0.4995
1,7,5,0.43,0.5632
2,19,3,4.73,0.9105
1,3,3,1.1,0.4956
1,6,4,3.2,0.47
3,28,3,2.38,0.8748
6,156,153,10.0,0.5963
1,25,0,0.57,0.8959
2,6,6,0.17,0.5055
2,3,3,0.1,0.0979
3,5,2,0.14,0.2516
2,10,8,0.27,0.3378
1,9,5,1.98,0.6111
1,5,2,0.1,0.5995
1,4,1,0.24,0.6997
2,14,5,2.23,0.4438
2,4,4,1.64,0.4028
1,3,3,0.41,0.5084
1,7,2,0.1,0.4286
3,14,14,4.06,0.5214
2,4,4,0.1,0.35
1,16,0,0.48,0.9368
2,21,0,0.32,0.7702
1,23,6,0.45,0.7854
2,6,4,1.84,0.3896
3,16,12,3.75,0.4225
2,9,3,1.14,0.5063
1,6,2,0.36,0.5818
1,6,3,0.1,0.5171
2,22,5,0.37,0.7782
1,12,10,0.1,0.1075
2,5,4,0.13,0.5167
2,3,2,0.13,0.6041
1,3,2,0.1,0.468
1,38,35,2.34,0.4591
1,15,2,0.42,0.6671
1,3,2,0.23,0.2283
1,3,0,0.1,0.4254
1,19,5,2.47,0.8308
2,4,0,0.24,0.899
2,21,1,0.1,0.8638
2,7,7,0.59,0.5383
2,5,0,0.29,0.9173
2,87,62,0.82,0.5645
2,20,2,0.78,0.861
2,4,2,0.13,0.3522
1,3,0,0.1,0.7667
1,3,2,0.17,0.5219
1,3,1,0.37,0.9023
1,5,3,0.2,0.585
1,40,34,2.34,0.4904
1,8,5,3.25,0.3332
2,11,10,0.1,0.2541
2,10,8,2.13,0.264
2,11,2,0.1,0.6583
2,5,4,1.04,0.3334
1,16,2,3.09,0.9281
2,10,9,0.1,0.2675
1,5,4,0.16,0.2165
2,10,0,0.1,0.7645
2,14,11,1.27,0.5038
5,19,3,3.83,0.6973
3,10,4,2.57,0.34
1,21,10,0.44,0.6119
4,11,2,2.84,0.8714
2,3,1,0.1,0.6843
1,3,2,0.26,0.8535
2,4,4,1.81,0.514
1,3,0,0.1,0.7667
3,9,6,3.1,0.5382
1,10,4,0.12,0.3674
3,17,12,0.18,0.4143
1,9,8,3.53,0.4566
2,6,0,0.1,0.8843
1,19,1,0.23,0.8827
1,8,4,0.53,0.6352
2,4,4,0.1,0.493
1,9,0,3.26,0.8836
2,15,12,0.1,0.1064
1,29,5,0.16,0.8569
2,3,1,0.1,0.5768
1,7,6,0.1,0.2563
2,3,3,0.97,0.6193
1,8,4,4.02,0.4574
2,8,8,0.1,0.3118
1,3,2,0.38,0.4473
1,7,0,0.63,0.9
1,3,0,0.1,0.5616
1,10,10,0.12,0.26
1,5,3,0.74,0.652
2,7,7,0.34,0.5105
1,40,33,2.44,0.3059
1,8,2,0.1,0.6274
2,3,3,0.34,0.035
1,3,3,0.14,0.4977
2,5,2,1.26,0.8
2,6,4,0.63,0.6346
1,17,17,0.93,0.4641
2,3,2,0.69,0.5224
2,4,1,0.22,0.8365
1,6,3,0.16,0.5585
1,3,0,0.1,0.6713
1,12,1,0.1,0.5497
1,4,0,0.1,0.7675
2,18,8,0.27,0.5166
1,10,8,0.39,0.3127
1,6,0,0.27,0.6079
1,6,4,0.81,0.4585
1,5,0,0.57,0.6776
2,18,4,0.28,0.4596
1,14,4,2.33,0.5248
1,4,2,1.4,0.5912
1,3,3,0.11,0.5138
1,9,5,0.1,0.3723
1,16,0,0.31,0.8609
2,31,24,1.93,0.6556
2,13,0,1.67,0.8938
1,77,77,1.69,0.6035
1,8,5,0.12,0.4303
1,26,5,3.17,0.9305
1,6,0,0.1,0.7052
1,4,4,0.26,0.0718
1,5,2,0.68,0.8668
2,12,12,0.31,0.159
4,34,29,8.9,0.6079
2,54,51,6.95,0.6664
2,3,0,3.76,0.8331
1,3,0,0.36,0.5274
1,4,0,0.22,0.9081
1,18,0,0.3,0.8004
1,13,6,0.25,0.6346
1,3,2,0.8,0.5833
1,3,3,6.77,0.6063
1,21,7,0.9,0.8167
1,10,1,0.55,0.675
3,10,8,2.11,0.547
8,15,15,4.77,0.4327
2,16,4,0.83,0.7707
2,3,3,0.1,0.1556
1,3,1,0.19,0.9139
1,11,0,0.23,0.6189
2,4,3,1.21,0.4466
2,7,1,0.19,0.8506
1,8,2,0.2,0.7098
2,11,6,1.93,0.4851
1,10,0,0.1,0.8469
2,3,2,0.47,0.5053
1,8,0,0.18,0.5
2,15,0,0.39,0.8728
1,17,16,0.67,0.3691
1,9,9,0.1,0.2229
1,9,5,0.16,0.4479
2,11,7,0.35,0.5438
1,5,4,0.28,0.4516
1,89,61,0.71,0.488
2,13,1,0.26,0.4663
2,3,3,0.1,0.4794
1,6,0,0.1,0.6133
3,6,3,0.99,0.7824
1,3,1,0.36,0.2324
2,9,3,0.63,0.4749
2,9,7,2.97,0.5556
1,3,2,0.18,0.3429
1,4,0,0.37,0.6504
2,15,3,0.1,0.5453
2,9,7,1.88,0.5641
2,4,0,0.1,0.6212
1,3,3,0.16,0.0614
1,5,2,0.31,0.6263
1,3,3,0.1,0.3201
3,8,1,2.17,0.6223
1,6,1,0.4,0.4037
1,8,4,0.33,0.2347
2,99,98,3.73,0.4915
1,9,3,0.96,0.8196
1,13,1,1.21,0.8326
2,32,3,2.48,0.8691
1,35,18,0.79,0.6885
1,3,0,0.33,0.9217
3,13,1,0.27,0.7671
2,8,5,0.1,0.3981
2,5,0,0.1,0.5322
1,4,0,0.26,0.903
1,16,15,0.48,0.5051
2,39,33,2.48,0.2757
1,19,9,0.1,0.2266
1,5,1,0.15,0.9248
1,14,1,0.86,0.9271
1,13,13,0.47,0.5003
1,9,7,0.1,0.5084
3,52,51,6.91,0.5879
1,6,5,0.37,0.475
2,10,1,0.26,0.4934
1,8,4,1.02,0.5686
3,4,0,1.34,0.8764
1,3,3,2.02,0.3033
1,34,31,0.77,0.4272
1,3,3,1.91,0.368
1,23,20,3.19,0.5511
1,3,2,2.82,0.8331
1,5,5,0.1,0.4639
1,3,0,0.1,0.9
2,3,0,1.01,0.9306
2,3,3,7.39,0.4806
1,3,3,0.1,0.0455
2,4,4,10.0,0.4912
1,5,5,0.18,0.3355
2,7,3,0.45,0.2356
1,3,0,0.26,0.6038
2,6,4,3.21,0.4365
2,4,4,0.38,0.422
2,11,11,0.1,0.3761
1,5,0,0.2,0.8007
2,26,3,2.91,0.8841
2,54,50,1.92,0.4273
1,17,1,0.49,0.6802
2,5,0,0.1,0.6036
1,5,5,0.11,0.5571
2,8,4,0.92,0.6729
1,8,1,0.36,0.5078
2,3,0,0.1,0.6849
1,5,0,0.2,0.4461
1,10,7,0.71,0.375
1,10,5,0.1,0.1264
1,15,15,0.76,0.3189
1,3,0,0.1,0.869
2,48,3,3.8,0.9987
2,13,10,0.37,0.2348
1,21,21,0.55,0.4326
3,4,0,1.19,0.765
2,7,0,3.1,0.8449
1,3,0,0.55,0.9
2,3,1,3.39,0.5815
1,4,1,0.26,0.8486
1,22,0,0.26,0.9036
1,3,3,0.21,0.2675
2,6,4,0.21,0.6337
2,6,3,0.1,0.225
1,6,4,1.17,0.5025
2,15,15,0.88,0.3
1,7,5,0.88,0.4481
1,16,2,1.03,0.8771
3,49,9,2.41,0.76
1,3,2,0.1,0.8115
3,28,5,2.2,0.8568
1,4,1,1.48,0.8438
1,47,11,2.56,0.6497
1,91,86,1.7,0.5272
2,3,2,0.16,0.5438
1,3,0,0.2,0.8737
3,3,0,3.43,0.6465
1,8,6,0.38,0.2296
1,4,1,0.24,0.7269
1,8,3,0.31,0.2274
2,10,4,0.32,0.734
1,19,0,0.1,0.9
1,12,0,0.24,0.6023
3,11,3,3.06,0.8455
1,11,11,0.1,0.1445
1,19,4,2.3,0.7671
1,11,6,0.21,0.695
3,51,49,10.0,0.6834
2,8,3,1.0,0.5247
1,3,3,0.22,0.4926
1,30,30,6.64,0.621
2,29,29,0.1,0.4517
1,20,11,0.55,0.5504
1,4,2,1.72,0.5726
1,3,3,0.1,0.4854
2,11,10,0.42,0.327
1,19,17,0.14,0.5426
1,7,0,0.1,0.8912
1,6,1,0.13,0.4901
1,3,3,0.52,0.4891
4,5,3,4.83,0.7266
2,5,2,0.93,0.5207
2,3,0,0.1,0.7213
2,4,2,0.1,0.613
1,3,2,0.1,0.3167
1,4,2,1.01,0.5029
1,8,8,3.32,0.5052
1,9,9,0.16,0.3676
2,13,4,2.34,0.4745
2,5,5,10.0,0.55
3,12,3,0.1,0.6408
2,49,8,5.05,1.0
1,3,2,0.13,0.0643
1,3,0,0.24,0.9313
1,7,7,0.77,0.4852
1,16,16,0.1,0.5
2,15,7,0.24,0.5831
2,5,1,0.12,0.7948
1,12,6,2.2,0.2647
2,18,3,0.26,0.4144
1,45,10,2.64,0.6961
2,5,1,0.27,0.4947
3,10,5,2.23,0.3908
1,5,5,2.98,0.42
3,5,5,10.0,0.5959
1,5,1,0.1,0.7968
1,5,2,0.25,0.4358
1,91,87,1.52,0.4807
1,3,1,0.1,0.7781
1,3,0,0.1,0.8683
1,15,0,0.14,0.8547
1,3,0,0.38,0.7709
1,29,1,0.1,0.7662
1,35,0,0.1,0.9905
1,5,1,0.1,0.61
1,12,12,1.12,0.5611
1,3,0,0.2,0.707
1,7,0,0.3,0.8926
3,15,8,0.19,0.2464
1,13,0,0.22,0.9351
1,23,2,0.56,0.6954
1,8,5,0.1,0.3562
1,11,3,0.12,0.7591
1,5,5,0.2,0.4255
1,11,4,0.2,0.77
1,4,3,0.16,0.4561
2,19,19,4.95,0.55
2,10,4,0.34,0.5053
1,5,1,0.16,0.5912
3,12,2,3.45,0.7814
3,19,15,0.71,0.3496
2,4,4,0.12,0.0757
1,16,0,0.1,0.8563
1,19,4,0.69,0.8648
1,53,51,2.13,0.446
3,16,13,1.23,0.4758
2,3,0,0.93,0.9082
1,5,2,0.1,0.7267
1,11,8,2.81,0.5111
2,13,3,0.93,0.8284
1,14,14,0.46,0.5222
2,15,1,0.21,0.6183
2,7,1,0.26,0.4643
5,203,187,10.0,0.6096
3,13,5,2.6,0.4752
1,5,0,3.82,0.7068
1,25,2,1.16,0.6946
1,4,1,1.17,0.8627
2,4,0,0.1,0.5597
1,7,1,0.1,0.7576
2,7,3,0.11,0.4876
2,16,13,1.43,0.5289
1,10,10,6.0,0.3057
1,6,0,0.26,0.6588
3,11,1,0.39,0.4405
1,20,8,0.43,0.7873
2,9,4,0.31,0.4969
2,20,9,0.33,0.6502
2,3,0,0.41,0.5294
1,5,0,0.16,0.6882
1,4,4,0.87,0.5121
2,3,2,1.5,0.0685
2,7,4,3.66,0.4787
1,7,2,1.75,0.8064
1,19,2,4.97,0.9195
1,7,0,0.21,0.7733
1,5,0,0.34,0.7697
2,6,2,3.71,0.715
2,40,33,2.49,0.3087
1,4,0,0.1,0.4722
1,8,6,0.44,0.2508
1,6,0,0.3,0.8901
2,30,0,0.59,0.8806
2,6,6,0.1,0.388
1,3,3,0.17,0.2673
1,5,1,0.1,0.546
1,23,5,0.18,0.792
1,3,0,0.1,0.4945
2,12,4,1.52,0.8111
3,6,5,3.09,0.5086
5,29,16,9.29,0.5158
1,6,3,0.26,0.1488
4,11,6,4.25,0.609
1,3,3,0.1,0.1
2,12,12,0.39,0.5467
1,18,18,2.14,0.4354
1,3,1,0.24,0.9045
1,19,9,0.1,0.5621
2,18,0,0.1,0.8929
5,202,188,10.0,0.6695
2,11,8,0.1,0.2066
4,91,87,3.57,0.5911
1,20,10,0.72,0.545
1,3,3,0.66,0.5
2,3,3,1.03,0.4909
2,3,1,0.1,0.4212
2,23,10,0.54,0.6218
1,10,1,0.74,0.7983
1,23,23,1.54,0.2055
2,5,1,0.1,0.8071
5,13,12,8.81,0.5077
1,19,1,0.16,0.8027
2,13,13,1.23,0.4905
1,9,2,0.1,0.483
3,98,98,8.9,0.5311
4,20,5,4.45,0.6295
1,11,10,0.1,0.2623
1,14,14,0.1,0.5266
1,23,0,0.42,0.8859
1,19,5,0.56,0.766
1,4,0,0.1,0.9
2,4,1,5.64,0.7065
1,3,2,0.2,0.551
1,4,1,0.2,0.6375
2,10,1,0.35,0.4355
2,7,1,0.17,0.5117
2,4,0,3.64,0.7027
1,5,1,0.27,0.6584
1,9,7,0.81,0.504
1,7,0,0.1,0.5455
1,9,3,0.26,0.8034
1,3,0,0.1,0.5666
1,9,5,0.1,0.0887
2,7,1,0.29,0.9232
2,3,3,0.18,0.4665
2,19,7,0.46,0.8233
3,3,2,0.1,0.6379
1,39,39,2.12,0.598
1,19,8,0.29,0.8969
5,8,5,9.78,0.5581
1,4,3,0.16,0.8082
4,18,12,10.0,0.4824
1,18,0,0.12,0.7423
1,8,4,4.48,0.6837
2,8,1,1.09,0.8675
1,3,1,0.29,0.4515
3,10,0,3.58,0.8494
1,7,1,4.13,0.7429
2,6,2,1.23,0.2678
1,4,2,0.1,0.8455
1,6,5,0.1,0.2078
1,3,0,0.65,0.9145
1,12,6,1.72,0.7969
2,3,3,0.13,0.4616
2,5,3,0.14,0.211
1,12,1,0.26,0.5106
1,6,2,0.83,0.8674
1,3,2,0.21,0.3611
1,8,0,0.65,0.9038
2,10,0,0.18,0.489
2,16,11,4.09,0.515
1,15,14,0.19,0.5292
2,22,22,1.68,0.489
1,23,6,0.65,0.8314
3,18,4,0.1,0.7209
2,4,0,0.74,0.8
3,8,2,0.18,0.348
1,18,3,4.96,0.8882
1,13,13,0.6,0.1615
2,3,2,0.45,0.3668
1,5,2,0.35,0.5741
1,22,9,0.6,0.6525
2,14,13,1.37,0.4689
1,24,7,0.1,0.5499
3,6,6,0.58,0.4181
1,7,6,0.1,0.1882
1,5,0,0.53,0.8797
1,3,3,0.7,0.4283
1,7,3,0.74,0.1792
2,3,0,0.1,0.6939
1,5,3,0.1,0.5009
2,3,0,0.11,0.9098
1,9,9,2.15,0.5
2,3,3,0.6,0.4813
2,22,8,0.1,0.7375
1,6,4,0.1,0.3156
1,4,4,0.35,0.2531
2,3,3,0.25,0.4906
2,3,3,1.02,0.5501
1,6,4,1.53,0.464
1,3,0,0.5,0.9
1,9,1,0.1,0.4903
1,8,4,0.62,0.5086
1,5,1,1.6,0.5718
1,3,1,0.39,0.8574
2,8,8,0.22,0.4127
1,6,0,0.31,0.9
2,14,11,1.19,0.4612
2,15,0,0.67,0.8672
1,15,4,0.1,0.5402
1,6,3,0.3,0.1951
1,7,4,0.39,0.2681
2,15,6,2.2,0.6063
1,5,2,0.1,0.5664
1,4,3,0.77,0.5335
2,3,2,0.17,0.5821
2,7,5,0.1,0.4537
2,3,0,0.1,0.4163
2,9,1,0.19,0.9158
1,28,26,1.87,0.4736
2,3,3,0.21,0.5039
1,14,9,0.38,0.5342
1,4,3,0.28,0.6033
2,7,1,0.88,0.8953
1,6,6,0.1,0.3667
2,12,6,0.16,0.312
1,31,0,0.78,0.7994
1,6,5,0.34,0.2894
1,13,13,0.22,0.4709
2,13,3,0.1,0.5856
1,11,1,0.22,0.3948
2,12,2,1.62,0.9135
1,3,1,0.1,0.7913
2,7,5,0.1,0.139
1,3,3,0.1,0.1055
1,4,0,0.1,0.9
1,85,63,0.79,0.5849
1,15,0,0.27,0.7652
1,7,7,2.31,0.4832
1,4,4,0.1,0.3
1,4,0,0.1,0.7204
1,9,6,0.25,0.5386
1,7,4,0.29,0.4754
5,93,85,3.92,0.5872
1,3,3,1.96,0.4928
1,3,3,6.81,0.5442
1,69,59,1.69,0.6029
1,6,1,0.1,0.3905
1,10,2,0.1,0.6954
2,21,17,3.17,0.5024
1,19,18,1.39,0.4279
1,9,9,1.84,0.5
1,6,2,0.13,0.5279
1,4,4,1.12,0.2966
1,14,0,0.76,0.9182
2,14,2,0.21,0.7786
1,49,9,4.67,0.9888
1,4,0,0.16,0.5773
2,5,4,0.1,0.0515
1,10,3,0.35,0.5399
2,5,2,0.28,0.5534
3,3,0,1.17,0.8278
1,6,6,0.1,0.5601
4,34,25,1.87,0.6347
1,7,6,0.27,0.281
1,23,17,3.27,0.5523
1,15,3,0.17,0.77
1,14,3,0.38,0.8962
2,3,3,0.1,0.3139
1,5,2,0.4,0.0957
1,8,4,0.1,0.5403
1,13,13,0.1,0.1
2,29,0,0.15,0.7741
2,4,4,10.0,0.524
2,45,24,3.78,0.4889
1,6,1,0.27,0.8764
1,44,0,2.23,0.9231
2,78,77,1.93,0.6386
1,15,2,0.84,0.6248
4,11,11,8.72,0.4893
1,8,2,3.84,0.9372
2,6,3,0.1,0.8339
2,5,5,0.47,0.3728
1,10,7,0.55,0.6204
2,4,2,0.1,0.3349
1,3,3,1.29,0.3617
1,3,0,0.29,0.602
1,4,0,0.17,0.9037
1,9,1,0.29,0.8918
2,3,0,0.53,0.8793
2,97,97,9.03,0.4113
1,12,9,0.56,0.4958
1,27,6,0.1,0.8253
1,8,6,0.34,0.3682
2,15,8,0.1,0.473
1,9,6,0.37,0.6164
1,9,0,0.1,0.4811
1,11,8,0.26,0.5188
1,54,27,1.78,0.6583
1,3,1,0.1,0.8764
3,6,0,0.81,0.9125
1,11,11,0.59,0.5144
2,13,0,0.3,0.8213
1,3,1,0.11,0.5391
1,8,1,0.17,0.7457
1,4,4,0.1,0.3
1,3,0,0.1,0.9698
2,6,0,0.24,0.8756
1,7,4,2.44,0.4689
1,16,0,0.1,0.7894
4,5,4,3.78,0.44
1,3,0,0.1,0.5
2,29,6,0.1,0.8696
1,6,1,0.4,0.9034
1,4,0,0.1,0.7719
2,14,5,0.27,0.5931
1,5,0,0.1,0.773
1,5,3,1.88,0.4081
1,8,0,0.13,0.7
1,16,14,5.12,0.6083
1,49,17,4.6,0.7883
1,3,1,0.1,0.8167
1,5,5,0.1,0.4953
3,6,2,1.16,0.639
1,3,3,0.39,0.5345
1,3,3,0.1,0.0682
2,12,1,1.72,0.8792
1,6,2,0.44,0.5188
1,37,23,1.45,0.4982
1,36,7,3.12,1.0
3,18,14,4.8,0.6079
1,46,9,2.68,0.7513
1,5,1,0.23,0.6085
1,38,38,1.56,0.6932
1,7,1,0.58,0.8298
1,8,6,2.47,0.2691
1,3,2,2.4,0.415
1,3,3,1.1,0.5042
5,8,6,4.14,0.3625
2,8,6,0.1,0.3663
1,3,2,0.31,0.5227
1,48,7,4.74,0.9987
2,20,6,0.93,0.781
1,8,2,1.16,0.8375
1,3,1,0.1,0.3162
1,7,4,2.08,0.5384
2,7,2,0.35,0.784
1,43,39,3.13,0.6098
2,7,7,0.1,0.3494
2,9,9,1.86,0.4475
1,3,0,0.1,0.7667
1,5,4,0.22,0.1511
3,92,91,6.52,0.4309
1,5,2,0.3,0.6074
3,7,1,0.6,0.8231
1,4,4,0.1,0.1
1,3,0,1.29,0.6392
1,5,2,1.39,0.4893
1,3,3,0.16,0.1325
1,8,6,0.74,0.5148
4,55,51,6.95,0.572
1,14,2,4.07,0.9037
1,7,3,3.44,0.4296
1,8,0,0.1,0.4793
2,3,2,0.19,0.1364
1,14,0,0.12,0.8408
1,14,10,0.23,0.6022
2,14,9,5.38,0.5422
1,30,2,0.44,0.77
1,5,0,0.46,0.9
1,8,2,5.19,0.9349
2,25,23,1.49,0.5147
1,59,5,1.18,0.5329
1,6,0,0.38,0.6011
3,18,5,4.63,0.6537
1,3,1,0.1,0.5098
2,3,3,1.26,0.5
1,5,0,0.11,0.7362
2,13,2,0.1,0.6262
1,7,6,0.1,0.4575
1,3,2,0.1,0.3904
3,17,4,0.18,0.4904
1,25,6,0.1,0.504
5,31,14,2.43,0.6784
1,29,0,0.1,0.7975
2,6,0,0.1,0.6991
2,3,1,0.25,0.5281
2,6,0,0.1,0.5475
1,3,3,1.08,0.4212
1,8,6,0.47,0.4072
5,22,22,9.23,0.5136
2,3,3,0.8,0.577
1,3,0,1.62,0.751
1,5,3,6.74,0.4328
2,6,0,0.1,0.8292
1,5,5,0.1,0.2536
1,11,0,0.18,0.4764
1,5,1,0.1,0.7876
1,6,1,0.72,0.8793
1,17,0,0.23,0.8765
1,3,0,0.23,0.7733
1,3,3,0.1,0.0663
1,3,1,0.1,0.2791
2,4,4,1.26,0.3
1,6,4,1.09,0.2862
6,16,7,3.76,0.5835
3,4,1,0.29,0.3866
1,5,2,0.1,0.3839
1,3,0,0.16,0.5039
1,3,0,0.1,0.4816
1,24,23,1.53,0.4796
1,3,1,0.23,0.5432
1,3,1,0.1,0.294
2,3,2,0.1,0.7922
1,3,3,0.1,0.1
3,7,6,2.6,0.5372
2,10,6,0.54,0.622
1,6,0,0.1,0.4537
1,7,1,0.62,0.8188
2,3,3,0.33,0.5315
2,8,8,0.1,0.2075
1,6,3,0.19,0.1976
1,5,0,0.1,0.499
1,22,18,0.71,0.5829
2,4,1,0.13,0.6195
1,3,2,1.55,0.0553
2,6,2,0.18,0.2207
1,79,76,1.84,0.5791
1,5,4,0.1,0.1899
1,3,3,0.58,0.4542
1,18,15,0.1,0.4852
1,6,4,0.28,0.1833
2,8,1,4.02,0.6474
3,17,4,3.74,0.8441
2,9,1,4.16,0.7415
1,3,1,0.14,0.9513
1,5,5,0.18,0.1948
2,3,0,0.1,0.5
5,24,23,9.11,0.5189
1,3,3,0.1,0.5766
1,8,5,0.25,0.1103
2,23,17,0.27,0.5161
1,4,0,0.29,0.4418
8,16,15,4.71,0.48
1,6,5,0.1,0.4391
1,16,5,0.52,0.7631
1,3,0,0.1,0.685
2,4,3,6.89,0.4743
1,3,0,0.83,0.7421
1,5,5,0.1,0.5
2,4,1,0.1,0.6631
1,5,0,0.62,0.8253
2,3,0,0.1,0.4904
2,12,9,7.32,0.5042
1,4,3,1.22,0.6438
3,14,1,0.34,0.7898
1,12,0,1.78,0.8371
3,170,165,2.46,0.5215
2,5,1,0.1,0.8113
3,5,2,4.6,0.69
1,18,12,3.92,0.4114
1,5,5,0.1,0.443
1,8,1,0.1,0.6084
2,4,0,0.15,0.9404
1,9,5,3.63,0.5511
3,29,16,9.61,0.5079
2,13,12,0.41,0.506
2,6,2,0.1,0.4619
3,3,2,0.6,0.3679
2,12,5,2.36,0.3125
1,8,3,0.35,0.4396
1,3,3,0.1,0.08
2,5,0,0.58,0.7668
1,3,3,0.1,0.1
1,37,33,2.4,0.2786
2,3,2,0.56,0.4286
1,10,8,0.12,0.2412
2,8,2,0.29,0.5174
1,3,2,0.1,0.8251
1,3,3,0.16,0.2226
1,4,0,0.1,0.6
1,3,0,0.25,0.8633
2,30,30,6.54,0.7142
2,6,0,0.1,0.8971
1,52,43,0.77,0.5069
1,5,1,0.12,0.77
2,3,1,3.13,0.8204
2,5,4,0.1,0.1034
1,18,3,0.29,0.547
1,3,0,0.21,0.6023
1,7,7,0.27,0.5415
2,27,1,0.72,0.7582
2,22,5,0.52,0.7102
3,18,5,1.59,0.4805
2,3,3,0.3,0.5116
1,8,7,0.1,0.0902
2,8,6,0.99,0.5597
1,8,7,0.19,0.5453
3,67,50,0.73,0.529
2,52,44,0.97,0.354
1,3,3,0.1,0.2677
1,35,19,0.53,0.6829
1,36,33,2.48,0.3667
1,7,0,0.56,0.875
1,4,1,0.2,0.5518
1,3,1,1.5,0.8776
1,20,16,0.26,0.5542
2,46,10,2.58,0.7458
1,16,0,0.19,0.8276
1,4,0,0.1,0.5606
3,3,2,3.6,0.6454
2,3,3,0.1,0.3881
2,7,6,0.17,0.5155
2,13,3,0.1,0.7836
1,7,4,0.1,0.2525
1,3,3,0.51,0.5
2,6,0,0.3,0.6155
1,3,3,0.38,0.5131
2,5,5,9.77,0.4953
1,5,1,0.1,0.8917
1,5,1,0.1,0.491
1,8,1,0.41,0.9149
1,3,3,0.14,0.1393
1,6,1,0.1,0.8959
3,7,6,6.71,0.5104
1,14,8,0.18,0.55
1,25,18,0.44,0.4976
5,66,47,2.29,0.3716
1,9,5,0.45,0.5902
3,8,3,0.1,0.3462
1,4,1,0.45,0.8159
5,33,29,8.67,0.6461
1,4,4,0.44,0.435
2,3,3,0.11,0.2314
1,13,1,0.1,0.9336
2,3,3,0.72,0.4644
1,3,0,0.22,0.7667
2,39,33,2.65,0.3401
1,4,1,0.29,0.6563
1,3,1,0.2,0.522
1,8,4,0.1,0.4565
3,3,0,3.71,0.6724
1,6,3,0.25,0.5737
1,3,0,0.1,0.7802
1,5,2,0.16,0.48
3,94,89,6.67,0.4678
1,4,0,0.1,0.9017
1,10,10,0.12,0.3458
1,4,1,1.27,0.8646
1,22,22,0.75,0.2043
3,7,0,0.1,0.9805
1,90,86,1.68,0.4893
2,18,11,0.1,0.2372
1,3,0,0.11,0.5497
2,9,0,0.14,0.9572
4,9,6,4.12,0.278
1,4,3,0.1,0.2501
4,7,1,3.51,0.6792
1,3,2,0.27,0.5945
1,12,12,0.6,0.122
1,3,3,1.44,0.4608
2,12,0,0.12,0.8239
1,10,6,2.14,0.2343
2,6,2,1.5,0.8208
3,32,15,0.55,0.3968
2,7,2,3.55,0.5824
2,6,4,0.16,0.6088
6,31,15,2.44,0.712
1,21,8,0.48,0.7614
1,22,20,0.88,0.5261
1,9,2,0.28,0.8521
1,3,2,1.94,0.561
2,14,5,0.16,0.618
3,20,11,0.11,0.1819
3,6,3,3.89,0.4393
1,20,20,0.13,0.4177
2,4,4,0.23,0.1957
2,44,23,3.89,0.5002
5,129,103,7.1,0.6773
4,13,13,4.06,0.5425
2,10,5,0.1,0.2005
2,3,0,0.1,0.8723
1,9,2,0.92,0.8906
2,4,1,0.24,0.6375
1,4,0,0.19,0.7826
2,7,0,0.12,0.7039
2,6,5,5.08,0.5371
1,19,2,0.85,0.7899
2,20,0,0.15,0.7883
1,3,0,0.67,0.7581
1,13,1,0.22,0.7548
1,3,0,0.21,0.9326
1,7,2,0.1,0.4403
1,15,2,0.1,0.6378
1,5,0,0.1,0.9
1,39,39,1.89,0.58
4,4,4,6.17,0.55
2,5,1,0.28,0.5899
1,8,0,0.33,0.5201
1,12,10,2.9,0.5284
1,4,0,0.1,0.8337
2,3,2,0.24,0.8079
1,16,4,0.32,0.6151
2,6,2,7.5,0.4517
